,Species,Country.of.Origin,Altitude,altitude_mean_meters,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects
932,Arabica,Colombia,1050 - 1850,1450,,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0,0
933,Arabica,United States (Hawaii),,,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0,0,0,17
934,Arabica,Mexico,1100,1100,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5,17
935,Arabica,Guatemala,4500,1371.6,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,0
936,Arabica,Brazil,1100,1100,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,2
937,Arabica,Honduras,1400 msnm,1400,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,1
938,Arabica,Taiwan,110公尺,110,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12,0,0,0
939,Arabica,Malawi,1422,1422,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0,0
940,Arabica,Brazil,1100,1100,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0,0,0,0
941,Arabica,Guatemala,1550 mts.,1550,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0,6
942,Arabica,Mexico,1550 meter,1550,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0,1
943,Arabica,Peru,,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42,0.1,1,0,5
944,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,0,0,4
945,Arabica,Mexico,763,763,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,1,0,8
946,Arabica,Mexico,1100,1100,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,0,0,1
947,Arabica,Colombia,1750 m.s.n.m,1750,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,0,0,0
948,Arabica,Colombia,1880 msnm,1880,,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42,0.16,0,0,2
949,Arabica,United States (Hawaii),,,,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,81.42,0.01,0,0,10
950,Arabica,Colombia,,,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0,0
951,Arabica,Honduras,1500,1500,Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2,3
952,Arabica,Mexico,1130,1130,,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33,0.12,0,2,0
953,Arabica,Brazil,1100,1100,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,0,0,14
954,Arabica,Honduras,1350,1350,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0,4
955,Arabica,Brazil,1200,1200,Other,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33,0.12,0,0,6
956,Arabica,Philippines,1400 masl,1400,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33,0.14,0,0,3
957,Arabica,Malawi,1200m,1200,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13,0,0,1
958,Arabica,Honduras,1450 msnm,1450,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12,0,0,3
959,Arabica,Mexico,1800,1800,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33,0.13,4,0,13
960,Arabica,Mexico,1000,1000,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,81.33,0.12,0,0,4
961,Arabica,Brazil,1100,1100,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,81.33,0.11,0,0,0
962,Arabica,Taiwan,680,680,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,81.25,0.12,0,0,0
963,Arabica,Brazil,1,1,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,81.25,0,0,0,1
964,Arabica,Nicaragua,1100,1100,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25,0.1,0,0,4
965,Arabica,Honduras,1400 msn,1400,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12,0,0,1
966,Arabica,Guatemala,1700m,1700,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,81.25,0.09,0,0,2
967,Arabica,"Tanzania, United Republic Of",1700,1700,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25,0.13,0,0,5
968,Arabica,Taiwan,650 m,650,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,81.25,0.11,0,0,0
969,Arabica,Guatemala,5000 f,1524,Washed / Wet,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,81.25,0.11,0,0,4
970,Arabica,Mexico,1500,1500,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,81.25,0.12,0,0,1
971,Arabica,Nicaragua,1200,1200,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09,0,0,7
972,Arabica,"Tanzania, United Republic Of",100/2000,1050,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12,0,0,2
973,Arabica,Mexico,1200,1200,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12,0,0,10
974,Arabica,Costa Rica,1200-1400 masl,1300,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,0,0,0
975,Arabica,Honduras,1450 mals,1450,Natural / Dry,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13,0,0,1
976,Arabica,Thailand,1400-1500 m,1450,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12,0,0,0
977,Arabica,Philippines,1200 masl,1200,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,81.17,0,0,0,4
978,Arabica,"Tanzania, United Republic Of",1550,1550,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12,0,0,2
979,Arabica,Malawi,990-1000m,995,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12,0,0,12
980,Arabica,Costa Rica,1200-1400,1300,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17,0.11,0,0,3
981,Arabica,Brazil,,,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17,0.11,0,0,3
982,Arabica,Mexico,1800,1800,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13,3,0,7
983,Arabica,Guatemala,1450,1450,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17,0.12,0,0,4
984,Arabica,Brazil,1000m,1000,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12,0,0,1
985,Arabica,United States (Hawaii),,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,81.17,0.04,3,0,0
986,Arabica,Ethiopia,0,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,0.11,0,0,1
987,Arabica,Brazil,695,695,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,0.11,5,0,8
988,Arabica,Nicaragua,1100 m.o.s.l.,1100,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,0.11,0,0,1
989,Arabica,United States,5600 feet,1706.88,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,0,0,0,0
990,Arabica,"Tanzania, United Republic Of",1456,1456,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13,0,0,2
991,Arabica,Costa Rica,1500 mts,1500,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,0.13,0,0,0
992,Arabica,United States (Puerto Rico),2800 ft,853.44,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,0,0,0,0
993,Arabica,Mexico,1650,1650,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13,5,0,16
994,Arabica,Mexico,1300,1300,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,0,0,2
995,Arabica,Mexico,1642,1642,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,0,0,5
996,Arabica,Mexico,1200,1200,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,0,0,1
997,Arabica,United States (Hawaii),,,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,0.06,0,0,0
998,Arabica,Brazil,,,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11,0,6,9
999,Arabica,El Salvador,1450,1450,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0,0,2,6
1000,Arabica,Brazil,,,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2,3
1001,Arabica,Guatemala,3280,3280,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,0,0,8
1002,Arabica,Colombia,1600,1600,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,4
1003,Arabica,Guatemala,4000psn,1219.2,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0,1
1004,Arabica,Taiwan,758m,758,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,0.12,0,0,0
1005,Arabica,Honduras,1350 snn,1350,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,0,0,1
1006,Arabica,Brazil,,,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12,0,0,0
1007,Arabica,"Tanzania, United Republic Of",1525 m,1525,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,0,0,5
1008,Arabica,Uganda,1700,1700,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12,0,0,3
1009,Arabica,Taiwan,1100 m,1100,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,0.11,0,0,0
1010,Arabica,Thailand,800++,800,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0,0,0,3
1011,Arabica,Mexico,950,950,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,0,0,12
1012,Arabica,Mexico,1100,1100,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,0,0,8
1013,Arabica,Taiwan,200,200,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,0,0,0,0
1014,Arabica,Guatemala,1901,1901,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0,2
1015,Arabica,Kenya,1600,1600,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11,0,0,3
1016,Arabica,Mexico,1100,1100,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0,11
1017,Arabica,Myanmar,3500 ft,1066.8,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,0,0,5
1018,Arabica,United States (Hawaii),,,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,0.1,2,0,5
1019,Arabica,"Tanzania, United Republic Of",1700,1700,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,0,0,0
1020,Arabica,Brazil,1200,1200,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,0.12,0,0,8
1021,Arabica,Taiwan,550公尺,550,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,80.92,0.09,0,0,0
1022,Arabica,Brazil,1100,1100,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,0.1,0,0,0
1023,Arabica,Nicaragua,between 700 and 1400 meters,1050,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92,0.1,1,0,3
1024,Arabica,Guatemala,5000 ft.,1524,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,0.12,2,0,5
1025,Arabica,Taiwan,900 m,900,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,0
1026,Arabica,Taiwan,688 m,688,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92,0.11,0,0,0
1027,Arabica,Taiwan,300 m,300,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,0
1028,Arabica,Mexico,1186,1186,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,0,0,12
1029,Arabica,Thailand,,,,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,0,0,0,0
1030,Arabica,Laos,1300,1300,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,0,0,0
1031,Arabica,Guatemala,1200,1200,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,0,0,1
1032,Arabica,Mexico,1210,1210,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,0,0,7
1033,Arabica,Mexico,1100,1100,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,0,0,3
1034,Arabica,Mexico,100,100,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,0,0,1
1035,Arabica,United States (Hawaii),,,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,0.1,2,0,0
1036,Arabica,Colombia,1800 m.s.n.m,1800,,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,0.01,0,0,1
1037,Arabica,Brazil,,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,0,0,1
1038,Arabica,Myanmar,3825,3825,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,0,0,2
1039,Arabica,Guatemala,5440-5760 metros,1706.88,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,0,0,1
1040,Arabica,Nicaragua,1100.00 mosl,1100,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,0,0,5
1041,Arabica,Honduras,1450 masl,1450,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,0,0,2
1042,Arabica,Panama,1680m,1680,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,1,0,4
1043,Arabica,Honduras,1350,1350,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,0,0,2
1044,Arabica,Honduras,1450 mals,1450,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,0,0,1
1045,Arabica,Costa Rica,1300 msnm,1300,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11,0,0,0
1046,Arabica,Mexico,1200,1200,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,0,0,2
1047,Arabica,Haiti,~1000 meters,1000,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,0,0,0
1048,Arabica,United States (Hawaii),,,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,0.13,0,0,6
1049,Arabica,Taiwan,,,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0,0,0,1
1050,Arabica,Indonesia,1200-1500,1350,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,0,0,1
1051,Arabica,Guatemala,1500msnm,1500,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,0,0,0
1052,Arabica,Costa Rica,1.85,185,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11,0,0,4
1053,Arabica,Malawi,990-1000m,995,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,0,0,1
1054,Arabica,Mexico,1200,1200,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,0,0,4
1055,Arabica,Colombia,1550,1550,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,0,0,0,1
1056,Arabica,Guatemala,1550,1550,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,0,0,5
1057,Arabica,Guatemala,,,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,0.11,0,0,2
1058,Arabica,Guatemala,,,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,0.11,0,0,3
1059,Arabica,Colombia,,,,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,0.18,0,0,2
1060,Arabica,Brazil,,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11,0,0,7
1061,Arabica,Nicaragua,,,,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,0.11,0,1,0
1062,Arabica,"Tanzania, United Republic Of",1400,1400,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,0,0,1
1063,Arabica,Brazil,1200,1200,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0,0,0,3
1064,Arabica,Honduras,1400 m.s.n.m.,1400,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,0,0,5
1065,Arabica,Guatemala,4540 metros,1383.792,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,0,0,5
1066,Arabica,United States (Hawaii),,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,0,0,0
1067,Arabica,Colombia,,,,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,0,0,0,2
1068,Arabica,Taiwan,50,50,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0,0,0,0
1069,Arabica,Guatemala,1500,1500,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,0,0,4
1070,Arabica,Honduras,1650,1650,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,0,0,5
1071,Arabica,Mauritius,280,280,,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12,0,0,0
1072,Arabica,Brazil,1250 m,1250,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,0,3
1073,Arabica,Myanmar,3800,3800,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,0,0,2
1074,Arabica,Guatemala,4000 p.s.n.m.,1219.2,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,0,0,3
1075,Arabica,Brazil,1250,1250,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,0,0,10
1076,Arabica,United States (Hawaii),,,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11,1,0,0
1077,Arabica,Guatemala,6100 metros,1859.28,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1,0,1
1078,Arabica,Mexico,1450,1450,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,0,0,1
1079,Arabica,Honduras,1450,1450,,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,0,0,0
1080,Arabica,Taiwan,600公尺,600,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14,0,0,0
1081,Arabica,El Salvador,1450m,1450,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,0,0,1
1082,Arabica,China,1700,1700,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,0,0,14
1083,Arabica,Taiwan,600 m,600,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,0.11,0,0,0
1084,Arabica,Mexico,1050,1050,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,2,0,4
1085,Arabica,Mexico,1550,1550,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,4,0,16
1086,Arabica,Burundi,1700,1700,,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,0,0,0
1087,Arabica,"Tanzania, United Republic Of",1700,1700,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,0,5
1088,Arabica,"Tanzania, United Republic Of",,,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,0,5
1089,Arabica,Taiwan,600 m,600,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,0,0,0
1090,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1,0,4
1091,Arabica,Mexico,940,940,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,0,21
1092,Arabica,United States (Hawaii),,,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,5,0,7
1093,Arabica,Ethiopia,,,,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1,0,0,1
1094,Arabica,Brazil,995,995,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,0,1,1
1095,Arabica,Honduras,1400,1400,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,4
1096,Arabica,Mexico,1600,1600,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,2
1097,Arabica,Myanmar,3000 ft,914.4,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,0,26
1098,Arabica,Myanmar,4287,4287,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,0,0,1
1099,Arabica,Nicaragua,900 m.s.n.m.,900,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,0,0,2
1100,Arabica,United States (Hawaii),,,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,13
1101,Arabica,Colombia,,,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,0
1102,Arabica,Taiwan,700 m,700,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,0,0,0
1103,Arabica,Guatemala,1400,1400,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,0,12
1104,Arabica,Mexico,808,808,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,2,0,8
1105,Arabica,Vietnam,1550,1550,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,0,2
1106,Arabica,Nicaragua,1100 - 1275 mts,1187.5,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,0,2
1107,Arabica,Honduras,1400 msnm,1400,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,0
1108,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,0,2
1109,Arabica,Mexico,1250,1250,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,0,0,2
1110,Arabica,Mexico,1550,1550,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,0,2
1111,Arabica,Mexico,1000,1000,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,0,0,12
1112,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,0,0,5
1113,Arabica,United States (Hawaii),,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0,1
1114,Arabica,Brazil,1100,1100,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,0,0,5
1115,Arabica,Taiwan,850公尺,850,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,0,0,0
1116,Arabica,Nicaragua,,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,0,0,4
